car,price,body,mileage,engV,engType,registration,year,model,drive
Volkswagen,7800,van,380,2.5,Diesel,yes,1999,T4 (Transporter) пасс.,front
Volkswagen,14000,crossover,194,3.2,Gas,yes,2004,Touareg,full
Audi,2650,vagon,268,2.5,Diesel,no,2000,A6,
Mercedes-Benz,22000,crossover,225,3.5,Gas,yes,2007,ML 350,full
BMW,5000,sedan,305,2,Petrol,yes,1995,520,rear
Skoda,17200,sedan,102,1.8,Petrol,yes,2013,Superb,front
Nissan,12000,hatch,14,1.2,Petrol,yes,2014,Micra,front
BMW,24999,vagon,24,2,Petrol,yes,2012,X1,rear
Volkswagen,17900,crossover,70,1.4,Petrol,yes,2012,Tiguan,front
GAZ,2200,other,32,2.3,Gas,yes,2002,3221 GAZель,rear
Toyota,15500,sedan,129,3.5,Other,yes,2008,Camry,front
Kia,22500,crossover,70,2,Diesel,yes,2013,Sportage,full
Suzuki,11000,crossover,136,2,Petrol,yes,2007,Grand Vitara,full
Opel,11500,sedan,125,2.8,Petrol,yes,2008,Vectra C,front
ZAZ,6650,hatch,44,1.5,Petrol,yes,2013,Vida,front
Ford,8600,hatch,36,1,Petrol,yes,2013,Fiesta,front
Skoda,14000,sedan,70,2,Petrol,yes,2008,Octavia A5,front
BMW,5000,sedan,400,2,Petrol,yes,1991,520,rear
Renault,8500,sedan,57,1.2,Gas,yes,2013,Logan,front
Audi,9800,hatch,165,1.6,Gas,yes,2006,A3,front
Toyota,17200,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200,full
Mitsubishi,2500,crossover,1,2.5,Diesel,yes,2007,L 200,full
Kia,17777,crossover,1,2.4,Petrol,yes,2010,Sorento,full
Infiniti,27500,crossover,98,3.5,Petrol,yes,2008,FX 35,full
Volkswagen,12900,sedan,157,1.8,Gas,yes,2008,Passat B6,front
Volkswagen,12700,van,164,1.6,Diesel,yes,2012,Touran,front
Chery,2499,sedan,170,1.6,Petrol,yes,2008,Amulet,front
Volkswagen,3300,sedan,200,1.8,Petrol,yes,1989,Passat B3,front
Chevrolet,3400,sedan,150,1.5,Petrol,yes,2004,Aveo,front
VAZ,2850,sedan,150,1.6,Petrol,yes,2008,21099,front
Nissan,14999,crossover,70,2,Petrol,yes,2010,Qashqai,front
Renault,5950,sedan,277,1.5,Diesel,yes,2005,Megane,front
BMW,0,crossover,6,4.4,Petrol,yes,2016,X5 M,full
Hyundai,10900,crossover,97,2,Diesel,yes,2008,Tucson,full
Lexus,48000,other,50,5.7,Petrol,yes,2009,LX 570,full
Toyota,14900,hatch,100,1.8,Other,yes,2010,Prius,front
Toyota,6900,hatch,109,1.3,Gas,yes,2007,Yaris,front
Volkswagen,24000,sedan,105,2,Diesel,yes,2012,Passat CC,front
UAZ,1000,crossover,3,2.4,Petrol,yes,1986,469Б,full
Bogdan,4900,sedan,410,1.6,Gas,yes,2015,2110,front
Mitsubishi,8400,sedan,147,2,Petrol,yes,2007,Lancer,front
Peugeot,13700,hatch,54,1.6,Petrol,yes,2013,208,front
Nissan,12500,crossover,89,1.6,Petrol,yes,2011,Juke,front
Toyota,9950,sedan,142,1.8,Petrol,yes,2008,Avensis,front
Audi,33900,other,14,1.8,Petrol,yes,2014,TT,front
Mitsubishi,6500,sedan,133,1.6,Petrol,yes,2007,Lancer,front
Mercedes-Benz,6800,van,250,1.7,Diesel,yes,2003,Vaneo,front
Mercedes-Benz,5400,other,300,3.2,Gas,yes,1997,E-Class,rear
Hyundai,27800,crossover,93,3,Diesel,yes,2012,ix55 (Veracruz),full
Mazda,26800,sedan,31,NA,Petrol,yes,2015,6,front
VAZ,2150,hatch,180,1.5,Gas,yes,1996,2109,front
Porsche,24900,crossover,88,4.8,Petrol,yes,2008,Cayenne,full
ZAZ,5500,sedan,60,1.5,Petrol,yes,2013,Vida,front
GAZ,1800,sedan,100,2.3,Gas,yes,2000,3110,rear
Nissan,9960,van,90,1.5,Diesel,yes,2013,NV,front
Fiat,9200,vagon,67,1.4,Petrol,yes,2013,Doblo пасс.,front
Ford,19700,sedan,57,2,Petrol,yes,2012,Mondeo,front
VAZ,1350,sedan,233,1.3,Petrol,yes,1984,2105,rear
Nissan,10900,sedan,120,2.3,Petrol,yes,2006,Teana,front
Volkswagen,8300,hatch,147,1.6,Gas,yes,2006,Golf Plus,front
Renault,5000,sedan,200,1.4,Petrol,yes,2007,Clio,front
Audi,14200,sedan,176,3,Diesel,yes,2005,A6,full
Daewoo,4600,sedan,35,1.3,Petrol,yes,2013,Sens,front
Audi,3500,sedan,1,2,Other,yes,1988,90,front
Mazda,7500,sedan,169,2,Petrol,yes,2005,3,front
Lexus,22499,crossover,165,3.5,Gas,yes,2008,RX 350,full
Mazda,7500,sedan,170,2,Petrol,yes,2005,3,
VAZ,2600,vagon,37,1.5,Petrol,yes,2006,2104,rear
Toyota,8700,hatch,38,1.6,Petrol,yes,2008,Auris,front
Subaru,13500,crossover,203,2,Gas,yes,2008,Forester,full
Kia,3499,sedan,220,1.5,Petrol,yes,2001,Shuma,front
Alfa Romeo,2350,vagon,230,1.9,Diesel,no,2003,156,front
Hyundai,12900,sedan,143,2,Petrol,yes,2010,Sonata,
Kia,9447.75,crossover,53,1.6,Petrol,yes,2013,Sportage,front
Citroen,7700,hatch,39,1,Petrol,yes,2012,C1,front
Opel,4900,sedan,300,1.8,Gas,yes,1998,Vectra B,front
Peugeot,13700,hatch,2,1.2,Petrol,yes,2016,208,front
VAZ,3550,hatch,67,1.6,Petrol,yes,2008,1119,front
Fiat,6600,van,87,1.3,Diesel,yes,2012,Doblo груз.,front
Hyundai,10100,sedan,150,2,Gas,yes,2008,Sonata,front
Kia,7500,sedan,165,2,Petrol,yes,2006,Magentis,front
Kia,9850,van,82,2,Petrol,yes,2009,Carens,
Mercedes-Benz,18500,sedan,143,5.5,Petrol,yes,2007,S 550,full
Audi,23500,crossover,245,3,Diesel,yes,2007,Q7,full
Mercedes-Benz,5800,van,282,2.2,Diesel,yes,2001,Vito пасс.,front
Audi,33000,crossover,60,2,Petrol,yes,2011,Q5,full
Volkswagen,24500,crossover,62,2,Diesel,yes,2012,Passat CC,front
Hyundai,20700,sedan,18,2.4,Gas,yes,2014,Sonata,front
Mercedes-Benz,39500,sedan,30,1.6,Petrol,yes,2014,C-Class,rear
Toyota,19900,sedan,28,1.6,Petrol,yes,2014,Corolla,front
BMW,36900,crossover,82,3,Petrol,yes,2010,X6,full
Ford,40000,crossover,12,3.5,Other,yes,2014,Explorer,full
Volkswagen,0,van,277,2.5,Diesel,yes,2001,T4 (Transporter) пасс.,front
VAZ,3600,sedan,189,1.6,Gas,yes,2007,2115,front
Porsche,45900,crossover,54,3.6,Petrol,yes,2011,Cayenne,full
Bentley,55000,sedan,100,6,Petrol,yes,2006,Continental,full
Audi,35900,sedan,105,2,Diesel,yes,2014,A6,front
Chevrolet,5300,sedan,196,1.5,Other,yes,2007,Aveo,front
BYD,6000,sedan,64,1.6,Gas,yes,2008,F3,front
Toyota,4650,hatch,170,1,Petrol,yes,2002,Yaris,front
Toyota,3800,sedan,220,1.6,Petrol,yes,1994,Carina,front
BYD,6700,hatch,20,1.5,Petrol,yes,2012,F3R,front
Mercedes-Benz,102800,van,0,2.2,Diesel,yes,2016,V 250,rear
Mitsubishi,7500,sedan,195,1.6,Gas,yes,2007,Lancer,front
Seat,14500,sedan,40,1.2,Petrol,yes,2014,Toledo,front
Hyundai,4300,van,250,2.5,Diesel,yes,2001,H1 груз.,rear
Ford,11200,hatch,67,1,Petrol,yes,2013,B-Max,front
Daewoo,3500,sedan,180,1.5,Petrol,yes,2004,Lanos,front
Nissan,1600,vagon,330,1.5,Petrol,yes,1984,Sunny,front
Great Wall,7800,crossover,95,2.4,Gas,yes,2008,Hover,full
Ford,11950,van,60,1.5,Diesel,yes,2015,Courier,front
Renault,5899,vagon,189,NA,Diesel,no,2012,Megane,front
BMW,8400,sedan,220,2.2,Gas,yes,2001,5 Series,rear
Alfa Romeo,15300,sedan,62,2.2,Petrol,yes,2009,159,front
Kia,6300,hatch,89,1.1,Petrol,yes,2006,Picanto,front
Volkswagen,18500,sedan,217,3,Diesel,yes,2006,Phaeton,full
Chery,4700,sedan,106,2,Gas,yes,2008,Elara,
Mitsubishi,15700,other,68,1.8,Petrol,yes,2011,ASX,front
Dacia,5400,sedan,105,1.4,Petrol,yes,2009,Logan,front
Renault,11111,vagon,190,1.5,Diesel,yes,2011,Laguna,front
Smart,7000,other,42,1,Petrol,yes,2012,Fortwo,rear
VAZ,3899,sedan,67,1.6,Petrol,yes,2012,2115,front
Chery,3400,sedan,80,1.6,Gas,yes,2009,Amulet,front
Mercedes-Benz,8200,sedan,260,3,Diesel,yes,1997,S 300,rear
Hyundai,5900,hatch,106,1.6,Petrol,yes,2006,Getz,front
BMW,8850,vagon,280,2.5,Diesel,yes,2000,525,rear
Moskvich-AZLK,400,sedan,1,10,Petrol,yes,1985,2140,rear
BMW,13700,sedan,122,2,Petrol,yes,2007,318,rear
Nissan,19999,crossover,45,2,Petrol,yes,2013,X-Trail,full
Volkswagen,4100,sedan,88,1.8,Gas,yes,1993,Vento,front
BMW,4800,vagon,400,2.5,Diesel,yes,1994,525,rear
Peugeot,9600,van,66,1.6,Diesel,yes,2014,Partner груз.,front
Chrysler,2700,van,111,2.5,Diesel,no,2003,Grand Voyager,front
VAZ,2000,sedan,42,1.5,Petrol,yes,1987,2108,
Daewoo,1300,sedan,172,1.5,Petrol,no,2000,Lanos,front
Chevrolet,23900,hatch,33,1.4,Other,yes,2014,Volt,front
Mercedes-Benz,5900,crossover,271,2.7,Diesel,no,2003,ML 270,full
Mercedes-Benz,4000,crossover,287,4,Diesel,no,2003,ML 400,full
Honda,8700,sedan,150,1.8,Petrol,yes,2008,Civic,front
Renault,7999,van,92,1.5,Diesel,yes,2013,Kangoo груз.,front
Nissan,14700,hatch,21,NA,Other,yes,2013,Leaf,front
BMW,62900,crossover,1,2,Diesel,yes,2016,X5,full
Bentley,60000,sedan,54,6,Petrol,yes,2009,Continental,full
Land Rover,39900,crossover,124,5,Petrol,yes,2011,Range Rover,full
BMW,47000,other,5,2,Petrol,yes,2014,Z4,rear
Skoda,5800,sedan,250,1.6,Petrol,yes,2001,Octavia,front
Kia,7900,sedan,147,2,Gas,yes,2008,Cerato,front
Audi,18400,vagon,151,2,Diesel,yes,2010,A4,front
BMW,8100,vagon,180,2,Diesel,no,2011,118,front
Mazda,4600,sedan,230,2,Petrol,yes,1997,626,front
VAZ,1950,other,25,1.5,Gas,yes,1998,2109,front
VAZ,4000,hatch,104,1.6,Petrol,yes,2008,2112,front
Chevrolet,5800,sedan,172,NA,Other,yes,2008,Aveo,front
Volkswagen,3600,sedan,320,1.8,Gas,yes,1989,Passat B3,front
Chevrolet,5400,sedan,170,2,Gas,yes,2005,Evanda,front
BMW,19900,other,218,3,Petrol,yes,2007,335,rear
BMW,34900,vagon,136,2,Diesel,yes,2012,520,rear
Lexus,22900,sedan,120,4.6,Petrol,yes,2008,LS 460,rear
Fiat,8500,van,200,2,Diesel,yes,2007,Scudo пасс.,front
ZAZ,899,other,15,1.2,Petrol,yes,1991,968,rear
Chevrolet,5700,sedan,80,1.5,Petrol,yes,2007,Aveo,front
Mercedes-Benz,19900,other,52,1.8,Petrol,yes,2007,SLK 200,rear
Citroen,4999,vagon,200,1.6,Diesel,yes,2008,Berlingo пасс.,front
Honda,6200,other,170,2,Petrol,yes,1995,Prelude,front
Nissan,88888,crossover,0,3,Diesel,yes,2009,Patrol,full
BMW,21000,hatch,79,1.6,Petrol,yes,2013,118,rear
Mercedes-Benz,2300,hatch,175,1.4,Petrol,no,2000,A 140,front
Audi,6900,sedan,327,3.7,Petrol,yes,1997,A8,full
BMW,6500,sedan,1,3,Petrol,yes,1995,730,rear
Volkswagen,5300,vagon,259,1.6,Gas,yes,1995,Passat B4,front
Mercedes-Benz,1950,sedan,1,2,Diesel,yes,1979,200,rear
Acura,8550,sedan,145,3.2,Petrol,yes,2005,TL,front
Skoda,3650,sedan,210,NA,Diesel,no,2007,Octavia A5,front
BMW,45500,sedan,42,2,Diesel,yes,2014,520,rear
BMW,11700,sedan,270,3,Diesel,yes,2003,530,rear
Volkswagen,4999,hatch,131,1.4,Petrol,yes,2002,Polo,front
Opel,5300,hatch,1,2,Gas,yes,1997,Vectra B,front
Kia,14200,sedan,60,1.6,Petrol,yes,2013,Cerato,front
Ford,3500,van,200,2,Gas,yes,1989,Transit пасс.,rear
Audi,3700,hatch,420,2,Diesel,no,2004,A3,front
Dadi,6600,other,105,2.4,Petrol,yes,2007,Shuttle,full
Mazda,9300,hatch,130,NA,Other,yes,2008,3,
Volkswagen,10800,van,156,1.6,Diesel,yes,2012,Caddy груз.,front
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla,front
Kia,5700,sedan,128,1.4,Petrol,yes,2007,Rio,front
Fiat,6500,van,123,1.4,Petrol,yes,2011,Doblo груз.,front
BMW,5800,other,400,2,Petrol,yes,1998,520,rear
Mitsubishi,23900,crossover,1,1.8,Petrol,yes,2015,ASX,front
Volkswagen,10500,van,176,1.6,Diesel,yes,2012,Caddy груз.,front
Mercedes-Benz,173333,other,0,3,Petrol,yes,2016,S 400,full
Opel,0,vagon,255,1.6,Petrol,yes,1994,Astra F,front
Infiniti,29900,crossover,113,3.5,Gas,yes,2008,FX 35,full
Citroen,3500,van,200,1.9,Diesel,yes,1998,Berlingo груз.,front
Opel,5700,sedan,170,1.4,Gas,yes,2005,Astra G,front
UAZ,5500,crossover,20,3,Gas,yes,1972,469,full
Daewoo,3500,sedan,110,1.5,Petrol,yes,2007,Lanos,front
Chrysler,4250,sedan,197,2.7,Petrol,yes,2004,Sebring,front
VAZ,0,hatch,1,1.5,Gas,yes,1998,2109 (Балтика),front
Skoda,12500,sedan,105,1.8,Petrol,yes,2010,Superb,front
Skoda,2400,hatch,111,1.3,Petrol,yes,1996,Felicia,front
Renault,10200,other,39,1.5,Diesel,yes,2014,Kangoo пасс.,front
Volkswagen,13500,sedan,104,1.8,Petrol,yes,2010,Passat B6,front
Mitsubishi,6500,crossover,285,2.5,Diesel,yes,1991,Pajero,full
BMW,31000,vagon,15,NA,Other,yes,2015,I3,front
Citroen,4950,vagon,100,3,Petrol,yes,2003,C5,front
Geely,4600,sedan,74,1.6,Gas,yes,2010,MK,front
VAZ,3100,sedan,187,1.6,Petrol,yes,2007,21099,front
Fiat,15100,vagon,29,1.4,Gas,yes,2014,500 L,front
Fiat,5100,van,175,1.9,Diesel,yes,2002,Scudo пасс.,front
BMW,4100,sedan,350,2.4,Diesel,yes,1992,525,rear
Mitsubishi,9000,crossover,200,2,Gas,yes,2006,Outlander,full
Mitsubishi,1450,crossover,245,2.8,Diesel,no,1996,Pajero,full
Audi,17000,crossover,127,3,Diesel,no,2013,Q7,full
BMW,8500,sedan,245,2.2,Petrol,yes,2002,523,rear
Ford,56700,other,0,2.3,Petrol,yes,2016,Mustang,rear
Hyundai,6400,hatch,79,1.4,Petrol,yes,2007,Getz,front
Rover,5500,sedan,203,2,Petrol,yes,2000,75,front
Opel,6100,sedan,193,1.4,Petrol,yes,2007,Astra G,front
Mercedes-Benz,24500,crossover,236,5,Petrol,yes,2000,G 500,full
VAZ,4700,sedan,16,1.6,Petrol,yes,2008,2115,front
Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001,320,rear
Skoda,8600,sedan,80,1.8,Gas,yes,2008,Octavia Tour,front
Honda,16200,crossover,92,2,Gas,yes,2008,CR-V,full
Toyota,12900,sedan,134,2.4,Gas,yes,2007,Camry,front
Renault,11700,van,150,2.3,Diesel,yes,2012,Master груз.,front
Skoda,8400,sedan,110,1.6,Petrol,yes,2008,Octavia Tour,front
Opel,7000,vagon,115,1.7,Diesel,yes,2009,Astra G,front
Renault,2900,hatch,280,NA,Diesel,no,2005,Scenic,front
Dodge,3550,sedan,303,2,Gas,yes,1994,Neon,front
Kia,12900,crossover,202,2.5,Diesel,yes,2007,Sorento,full
Daewoo,3450,sedan,134,0.8,Petrol,yes,2008,Matiz,front
Mercedes-Benz,13100,sedan,160,3.7,Petrol,yes,2003,S 350,rear
Mercedes-Benz,4000,sedan,405,2,Diesel,yes,1992,200,rear
Ford,8200,van,123,1.8,Diesel,yes,2008,C-Max,front
Geely,3700,sedan,68,1.5,Petrol,yes,2011,CK-2,front
Mercedes-Benz,8000,van,40,2.9,Diesel,yes,1999,Sprinter 212 пасс.,
Volkswagen,9300,van,154,2,Gas,yes,2010,Caddy пасс.,front
ZAZ,1800,sedan,120,1.2,Petrol,yes,2008,1103 Славута,front
SsangYong,16200,crossover,21,2,Diesel,yes,2014,Kyron,full
Toyota,14700,hatch,98,1.6,Gas,yes,2013,Auris,front
Mercedes-Benz,11800,sedan,150,2.2,Diesel,yes,2004,E-Class,
Mercedes-Benz,42500,sedan,140,5.5,Petrol,yes,2011,S 500,full
Daewoo,3800,sedan,94,1.5,Petrol,yes,2008,Nexia,front
Mazda,9700,hatch,49,1.5,Petrol,yes,2009,2,front
BMW,11800,crossover,210,3,Diesel,no,2006,X5,full
VAZ,703.95,sedan,187,1.6,Petrol,yes,1985,2107,rear
Nissan,3700,sedan,250,2,Other,yes,1995,Maxima,rear
BMW,3700,sedan,305,1.9,Petrol,no,2000,318,rear
Kia,18800,crossover,86,2.4,Gas,yes,2012,Sorento,full
VAZ,5100,crossover,5,1.7,Petrol,yes,2000,2121,full
Volkswagen,16450,van,143,2,Diesel,yes,2012,T5 (Transporter) груз,front
Audi,30500,vagon,152,3,Diesel,yes,2012,A6,full
Land Rover,83000,crossover,16,3,Petrol,yes,2015,Range Rover Sport,
Volkswagen,7800,vagon,289,NA,Diesel,yes,2003,Passat B5,front
Volkswagen,35000,sedan,74,4.2,Gas,yes,2011,Phaeton,full
Mercedes-Benz,23500,van,161,2.2,Diesel,yes,2011,Vito пасс.,full
Audi,8700,sedan,202,3.7,Gas,yes,1998,A8,full
Land Rover,55000,crossover,75,3,Diesel,yes,2013,Range Rover Sport,full
Ford,40600,other,0,2.2,Diesel,yes,2016,Ranger,full
Chevrolet,7000,sedan,123,2,Petrol,yes,2008,Epica,front
Peugeot,2700,other,400,2.5,Diesel,yes,1995,Boxer груз.,front
ZAZ,6900,sedan,52,1.5,Gas,yes,2013,Vida,front
Mercedes-Benz,74900,other,32,6.3,Petrol,yes,2007,CL 63 AMG,rear
SsangYong,10900,crossover,183,2.7,Diesel,yes,2006,Rexton,full
Ford,36155,crossover,0,2,Diesel,yes,2016,Kuga,full
Audi,49900,other,79,4.2,Petrol,yes,2007,R8,full
Mitsubishi,11960,other,140,2.5,Diesel,yes,2007,L 200,full
Peugeot,9000,hatch,108,1.6,Diesel,yes,2008,308,front
Alfa Romeo,2300,sedan,122,1.6,Petrol,yes,1991,75,rear
Toyota,26200,crossover,156,4,Gas,yes,2007,Land Cruiser Prado,
Toyota,19200,crossover,190,2.7,Gas,yes,2005,Land Cruiser Prado,full
BMW,2800,sedan,300,1.8,Other,yes,1987,318,rear
Geely,6200,sedan,12,1.5,Petrol,yes,2013,CK-2,front
Chevrolet,8000,sedan,49,1.5,Petrol,yes,2011,Aveo,front
Mercedes-Benz,11000,van,300,2.2,Diesel,yes,2007,Vito пасс.,rear
Ford,18300,crossover,36,2.5,Petrol,yes,2012,Kuga,full
Chevrolet,4300,sedan,118,1.5,Gas,yes,2005,Aveo,front
Lexus,2990,sedan,200,3,Petrol,no,1997,GS 300,rear
Volkswagen,34500,crossover,108,3,Diesel,yes,2012,Touareg,full
BMW,6499,other,230,3,Diesel,no,2002,X5,
Peugeot,4700,sedan,315,2,Petrol,yes,2003,406,front
Suzuki,8750,sedan,89,1.6,Petrol,yes,2008,SX4,front
Audi,0,sedan,166,3,Gas,yes,2005,A6,full
Audi,53700,crossover,67,3,Petrol,yes,2013,A6 Allroad,full
ZAZ,1650,hatch,103,1.2,Gas,yes,2002,1102 Таврия,front
VAZ,6500,crossover,7,NA,Gas,yes,2015,2121,full
Nissan,16600,hatch,13,NA,Other,yes,2014,Leaf,front
Citroen,13800,hatch,94,1.6,Diesel,yes,2013,C4,front
Fiat,6500,van,168,1.3,Diesel,yes,2011,Fiorino пасс.,front
Volkswagen,4500,vagon,220,2,Diesel,no,2005,Touran,front
Ford,7800,vagon,106,1.4,Petrol,yes,2011,Fusion,front
ZAZ,8436.285,sedan,8,1.5,Gas,yes,2015,Vida,front
VAZ,2500,sedan,82,1.5,Petrol,yes,2007,2107,rear
Opel,7100,hatch,201,1.6,Gas,yes,2005,Astra H,front
Opel,10800,van,220,2,Diesel,yes,2006,Vivaro пасс.,front
Audi,15000,sedan,168,NA,Other,yes,2007,A6,
Nissan,16990,crossover,70,1.6,Petrol,yes,2014,Juke,front
Mercedes-Benz,42500,sedan,110,3,Diesel,yes,2011,S 350,full
Peugeot,9500,vagon,123,1.6,Other,yes,2008,Partner пасс.,front
Mercedes-Benz,3550,sedan,238,2.2,Diesel,no,2001,E-Class,rear
Volkswagen,17200,van,230,3.2,Gas,yes,2008,Multivan,front
Chery,4600,crossover,55,1.3,Petrol,yes,2011,Beat,front
Toyota,27800,crossover,98,2.2,Diesel,yes,2013,Rav 4,full
Opel,7290,sedan,209,2.2,Petrol,yes,2004,Vectra C,front
BMW,0,sedan,145,2,Diesel,yes,2007,320,rear
Audi,14300,sedan,175,3,Petrol,yes,2006,A6,full
Toyota,26200,other,73,2.5,Diesel,yes,2012,Hilux,full
VAZ,4450,vagon,30,1.4,Petrol,yes,2012,1117,front
Honda,16300,crossover,111,2.4,Petrol,yes,2008,CR-V,full
Toyota,17500,hatch,45,1.6,Petrol,yes,2014,Auris,front
Jaguar,39900,sedan,24,2,Petrol,yes,2016,XE,rear
Volkswagen,10500,other,270,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front
BMW,10800,other,191,2.2,Petrol,yes,2002,320,rear
Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350,full
Audi,1750,vagon,330,1.9,Diesel,no,1996,A4,front
Volkswagen,12800,other,298,NA,Diesel,yes,2005,T5 (Transporter) пасс.,
Chevrolet,6000,crossover,203,1.7,Petrol,yes,2007,Niva,full
Mitsubishi,12300,other,175,2.5,Diesel,yes,2008,L 200,full
Volkswagen,10700,vagon,171,1.9,Diesel,yes,2010,Caddy пасс.,front
Mercedes-Benz,16555,sedan,159,3.5,Gas,yes,2006,CLS 350,rear
Citroen,6700,van,108,1.6,Diesel,yes,2007,Berlingo пасс.,front
Jaguar,10300,sedan,164,2.5,Petrol,yes,2006,X-Type,full
Rolls-Royce,130000,other,43,6.75,Petrol,yes,2006,Phantom,rear
BMW,5800,sedan,270,4.4,Petrol,yes,1996,540,rear
Renault,4299,vagon,300,1.5,Diesel,yes,2003,Kangoo пасс.,front
Ford,16600,other,30,2.2,Diesel,yes,2013,Ranger,full
Chevrolet,94400,van,1,5.3,Petrol,yes,2014,Express пасс.,full
Land Rover,95555,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
Geely,9900,sedan,79,2,Gas,yes,2014,Emgrand 8,front
Renault,10200,vagon,151,1.5,Diesel,yes,2011,Megane,front
Chery,6350,crossover,77,2.4,Gas,yes,2008,Tiggo,front
Dodge,47000,other,14,6.4,Petrol,yes,2009,Challenger,
Nissan,7500,sedan,192,10,Gas,yes,2003,Maxima,front
Lexus,22500,sedan,120,3.5,Petrol,yes,2010,GS 350,full
Land Rover,46900,crossover,115,3,Diesel,yes,2012,Range Rover Sport,full
Mercedes-Benz,6999,other,168,2.3,Petrol,yes,2001,CLK 230,
Toyota,8900,crossover,153,2,Petrol,yes,2003,Rav 4,full
Volvo,5999,sedan,168,2,Petrol,yes,2000,S80,front
Mercedes-Benz,7500,sedan,187,2,Gas,yes,2001,C-Class,
BMW,12500,crossover,176,3,Gas,yes,2002,X5,full
Toyota,5500,crossover,188,2,Petrol,yes,1999,Rav 4,full
Renault,6900,sedan,68,1.5,Diesel,yes,2013,Logan,
Mitsubishi,6800,sedan,82,2,Petrol,yes,2007,Lancer,
Land Rover,6900,crossover,167,2.5,Gas,yes,2003,Freelander,full
Honda,7999,sedan,118,1.8,Petrol,yes,2007,Civic,
Daewoo,2500,hatch,12,1.6,Gas,yes,1998,Nubira,front
Mercedes-Benz,2100,other,350,2.4,Diesel,yes,1988,MB груз.,front
Ferrari,205000,other,12,4.5,Petrol,yes,2012,458 Italia,rear
Volkswagen,10900,sedan,136,1.8,Petrol,yes,2008,Passat B6,front
Renault,9200,hatch,12,1.2,Petrol,yes,2013,Sandero,front
VAZ,1100,sedan,38,1.5,Gas,yes,1990,2107,rear
Volkswagen,9650,vagon,200,1.4,Gas,yes,2009,Passat B6,front
Audi,31500,sedan,80,2,Petrol,yes,2013,A6,front
Peugeot,15700,vagon,55,1.6,Diesel,yes,2012,3008,front
BMW,12800,sedan,140,2.2,Petrol,yes,2005,520,rear
BMW,22500,other,100,3,Petrol,yes,2007,630,rear
Toyota,19800,crossover,44,2,Petrol,yes,2013,Rav 4,front
Mercedes-Benz,6400,hatch,177,2,Diesel,no,2008,B 200,front
Porsche,54500,sedan,77,4.8,Petrol,yes,2012,Panamera,full
Opel,8500,sedan,230,2.2,Petrol,yes,2006,Vectra C,front
BMW,19000,crossover,215,3,Diesel,yes,2006,X5,full
Skoda,10500,sedan,170,1.8,Gas,yes,2008,Superb,front
Nissan,13900,hatch,45,NA,Other,yes,2012,Leaf,front
Audi,69999,crossover,21,3,Petrol,yes,2015,A6 Allroad,full
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full
Daewoo,4100,sedan,68,1.3,Gas,yes,2011,Sens,front
Volkswagen,10600,van,240,2.5,Diesel,yes,2009,T5 (Transporter) пасс.,front
Acura,8699,sedan,145,3.2,Gas,yes,2005,TL,front
Mitsubishi,11100,crossover,119,2.4,Gas,yes,2008,Outlander,
BMW,17700,sedan,98,2,Petrol,yes,2011,320,rear
Chevrolet,12500,sedan,43,1.8,Petrol,yes,2012,Cruze,front
Geely,3100,sedan,69,1.6,Petrol,yes,2010,CK1,
Audi,21000,sedan,210,4.2,Petrol,yes,2009,A8,full
Skoda,10200,hatch,180,1.9,Diesel,yes,2008,Octavia A5,front
Other-Retro,12700,crossover,60,4.2,Diesel,yes,1987,Классические,
Mercedes-Benz,2500,vagon,122,2.3,Petrol,yes,1987,230,rear
BMW,51500,crossover,23,3,Petrol,yes,2013,X6,full
Chevrolet,12500,sedan,43,1.8,Petrol,yes,2012,Cruze,front
BMW,39900,crossover,82,3,Petrol,yes,2011,X6,full
Toyota,35900,crossover,84,3,Diesel,yes,2013,Land Cruiser Prado,full
Nissan,18500,crossover,42,1.6,Petrol,yes,2012,Juke,full
Mazda,11999,crossover,110,2.3,Petrol,yes,2008,CX-7,full
Lexus,13999,sedan,128,3,Petrol,yes,2006,GS 300,full
Citroen,19900,hatch,103,1.6,Diesel,yes,2012,DS5,front
Renault,9300,vagon,184,1.5,Diesel,yes,2011,Megane,front
Nissan,20820,crossover,27,1.6,Gas,yes,2015,Juke,front
Opel,6490,van,290,1.9,Diesel,yes,2004,Vivaro пасс.,front
Mercedes-Benz,41500,other,26,NA,Diesel,yes,2013,E-Class,rear
VAZ,3300,sedan,103,1.6,Petrol,yes,2006,2110,front
Subaru,4700,sedan,164,2,Petrol,yes,1998,Legacy,full
Volkswagen,9599,sedan,88,1.6,Petrol,yes,2014,Polo,front
Mitsubishi,13200,crossover,124,3,Gas,yes,2008,Pajero Sport,full
Toyota,28900,crossover,120,3.5,Petrol,yes,2011,Highlander,full
Mercedes-Benz,11800,van,148,2.2,Diesel,yes,2010,Vito груз.,
Hyundai,23999,crossover,62,2.2,Diesel,yes,2012,Santa FE,full
