address,city,country,keys,latitude,longitude,name,postalCode,province,websites
501 Grant Rd,East Wenatchee,US,us/wa/eastwenatchee/501grantrd/-230519289,47.406,-120.2818,Jack in the Box,98802,WA,http://www.jackinthebox.com
2033 San Pablo Ave,Berkeley,US,us/ca/berkeley/2033sanpabloave/150356776,37.868595,-122.29171,Lanesplitter Pizza & Pub,94702,CA,"http://www.lanesplitterpizza.com,http://lanesplitterpizza.com"
1015 S Broadway,Saint Louis,US,us/mo/saintlouis/1015sbroadway/-938337463,38.61683,-90.19413,Rallys,63104,MO,"https://locations.rallys.com/mo/st.-louis/1015-s.-broadway,http://rallys.com,http://www.rallyshamburgers.com,http://checkers.com"
800 W US Highway 30,Schererville,US,us/in/schererville/800wushighway30/-477036959,41.49117,-87.47151,White Castle,46375,IN,http://www.whitecastle.com
1606 Highway 291 N,Harrisonville,US,us/mo/harrisonville/1606highway291n/106088,38.664761979,-94.367440625,Kfc,64701,MO,http://kfc.com
1316 N State St,Belvidere,US,us/il/belvidere/1316nstatest/-2061630068,42.268871,-88.85403,Burger King,61008,IL,
208 Corte Madera Town Ctr,Corte Madera,US,us/ca/cortemadera/208cortemaderatownctr/1997773279,37.927674,-122.517093,World Wrapps,94925,CA,
599 E Tremont Ave,Bronx,US,us/ny/bronx/599etremontave/-1161002137,40.8465,-73.89353,McDonald's,10457,NY,"http://mcdonalds.com,http://mcdonalds.com/"
36158 US Hwy 27,Haines City,US,us/fl/hainescity/36158ushwy27/-891525969,28.125765,-81.64037,Subway,33844,FL,http://subway.com
1526 W Edinger Ave,Santa Ana,US,us/ca/santaana/1526wedingerave/-1161002137,33.72683,-117.88889,McDonald's,92704,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3413 Denny Ave,Pascagoula,US,us/al/pascagoula/3413dennyave/1536894814,30.37998,-88.52494,Checkers,39581,AL,"https://locations.checkers.com/ms/pascagoula/3413-denny-avenue,https://www.checkers.com,http://checkers.com"
7010 S Zurich Ave,Tulsa,US,us/ok/tulsa/7010szurichave/-1161002137,36.06216,-95.92155,McDonald's,74136,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
27322 Lorain Rd,North Olmsted,US,us/oh/northolmsted/27322lorainrd/-1161002137,41.4155,-81.9249,McDonald's,44070,OH,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3930 Louetta Rd,Spring,US,us/tx/spring/3930louettard/1871291746,30.074353,-95.411416,Hunam Garden,77388,TX,
5958 E McKellips Rd,Mesa,US,us/az/mesa/5958emckellipsrd/-26676258,33.45229,-111.70267,Blimpie,85215,AZ,http://blimpie.com
1733 Whiskey Rd,Aiken,US,us/sc/aiken/1733whiskeyrd/696490760,33.526797,-81.721657,Hardee's,29803,SC,http://hardees.com
4535 Rittiman Rd,San Antonio,US,us/tx/sanantonio/4535rittimanrd/-394404301,29.484400173,-98.404210373,Popeye's,78218,TX,http://popeyes.com
92 Plaza Ln,Oxford,US,us/al/oxford/92plazaln/-1161002137,33.601748574,-85.836473342,McDonald's,36203,AL,http://www.mcdonalds.com
4801 Kietzke Ln,Reno,US,us/nv/reno/4801kietzkeln/-230200247,39.483012,-119.790795,Boston Market,89509,NV,"http://www.bostonmarket.com,https://www.bostonmarket.com/menu,https://bostonmarket.com/location/reno-nv-1588/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=1588"
2235 W Alameda Ave,Denver,US,us/co/denver/2235walamedaave/-791445730,39.711526,-105.013636,Wendy's,80223,CO,http://www.wendys.com
1507 S Nevada Ave,Colorado Springs,US,us/spgs/coloradosprings/1507snevadaave/-864103396,38.812492904,-104.82212305,Taco Bell,80905,Co Spgs,http://www.tacobell.com
7646 N Blackstone Ave,Fresno,US,us/ca/fresno/7646nblackstoneave/554191587,36.845791,-119.790166,Carl's Jr.,93720,CA,http://www.carlsjr.com
1799 N Congress Ave,Boynton Beach,US,us/fl/boyntonbeach/1799ncongressave/-1161002137,26.544197201,-80.091281533,McDonald's,33426,FL,http://mcdonalds.com
1110 E Main St,Midlothian,US,us/tx/midlothian/1110emainst/-230519289,32.47557,-96.98077,Jack in the Box,76065,TX,http://www.jackinthebox.com
229 W Greens Rd,Houston,US,us/tx/houston/229wgreensrd/-891525969,29.948948,-95.4211,SUBWAY,77067,TX,http://subway.com/
851 State Highway 54,Black River Falls,US,us/wi/blackriverfalls/851statehighway54/-1161002137,44.29361,-90.8296,McDonald's,54615,WI,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
969 Providence Rd,Chesapeake,US,us/va/chesapeake/969providencerd/1780593795,36.81034,-76.2195,Sonic Drive-In,23325,VA,"https://locations.sonicdrivein.com/va/chesapeake/969-providence-road.html,http://sonicdrivein.com"
3649 Highway 138 SE,Stockbridge,US,us/ga/stockbridge/3649highway138se/-345832572,33.5532,-84.2719,Chick-fil-A,30281,GA,"http://www.chick-fil-a.com/stockbridgedwarfhouse,http://www.chick-fil-a.com"
291 Stoner Ave,Westminster,US,us/md/westminster/291stonerave/-891525969,39.559098176,-76.989386675,Subway,21157,MD,
2318 W Northern Ave,Phoenix,US,us/az/phoenix/2318wnorthernave/-2061630068,33.55324,-112.1087,Burger King,85021,AZ,"http://www.bk.com,http://bk.com"
5510 E 41st St,Tulsa,US,us/ok/tulsa/5510e41stst/-1947870258,36.10402,-95.91362,Jimmy John's,74135,OK,http://www.jimmyjohns.com
5796 Gull Rd,Kalamazoo,US,us/mi/kalamazoo/5796gullrd/-791445730,42.3132,-85.5434,Wendy's,49048,MI,http://www.wendys.com
197 W Ocean View Ave,Norfolk,US,us/va/norfolk/197woceanviewave/-2061630068,36.9553,-76.2531,Burger King,23503,VA,"http://www.bk.com,https://locations.bk.com/va/norfolk/197-w-ocean-view-ave.html"
8011 Wadsworth Blvd,Arvada,US,us/co/arvada/8011wadsworthblvd/-1161002137,39.84221112,-105.08266284,McDonald's,80003,CO,http://mcdonalds.com
"Cc Campanar Valencia 3, Manuel De Falla,13",Anderson,US,"us/in/anderson/cccampanarvalencia3,manueldefalla,13/-2061630068",39.476561517,-0.405507355,Burger King,46015,IN,http://www.burgerking.es
2257 Pine Ridge Rd,Naples,US,us/fl/naples/2257pineridgerd/-938337463,26.211678,-81.77241,Rally's,34109,FL,http://www.rallyshamburgers.com
2000 N Plano Rd,Richardson,US,us/tx/richardson/2000nplanord/-1077335309,32.97504,-96.69975,Soulfish Grill,75082,TX,http://soulfishgrill.com
765 N Main St,Vidor,US,us/tx/vidor/765nmainst/-1161002137,30.13231,-94.01631,McDonald's,77662,TX,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1956 W Martin Luther King Blvd,Fayetteville,US,us/ar/fayetteville/1956wmartinlutherkingblvd/1832448210,36.05674,-94.18792,Whataburger,72701,AR,"https://locations.whataburger.com/ar/fayetteville/1956-w-martin-luther-king-blvd.html/,https://locations.whataburger.com/ar/fayetteville/1956-w-martin-luther-king-blvd.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,http://whataburger.com"
3232 N Campbell Ave,Tucson,US,us/az/tucson/3232ncampbellave/-1161002137,32.265702,-110.94328,McDonald's,85719,AZ,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6085 Samuell Blvd,Dallas,US,us/tx/dallas/6085samuellblvd/-2061630068,32.79219,-96.69907,Burger King,75228,TX,"https://locations.bk.com/tx/dallas/6085-samuell-rd.html,http://www.bk.com"
Hwy 74a,Forest City,US,us/nc/forestcity/hwy74a/-864103396,35.33411801,-81.89239655,Taco Bell,28043,NC,http://tacobell.com
4921 N Reserve St,Missoula,US,us/mt/missoula/4921nreservest/-1055723171,46.91097,-114.03594,Domino's Pizza,59808,MT,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all"
19701 Esperanza Rd,Yorba Linda,US,us/ca/yorbalinda/19701esperanzard/1550891556,33.8628,-117.7886,Del Taco,92886,CA,http://www.deltaco.net/
141 Fairfax Pike,Stephens City,US,us/va/stephenscity/141fairfaxpike/-791445730,39.080783,-78.210771,Wendy's,22655,VA,http://www.wendys.com
1975 E Beltline Ave NE,Grand Rapids,US,us/mi/grandrapids/1975ebeltlineavene/-791445730,42.996,-85.5906,Wendy's,49525,MI,http://www.wendys.com
300 Highway 78 E,Jasper,US,us/al/jasper/300highway78e/-345832572,33.85164446,-87.27187576,Chick-fil-a,35501,AL,http://chick-fil-a.com/jaspermall
7 E 83rd St,Chicago,US,us/il/chicago/7e83rdst/-1387164136,41.743528184,-87.624058607,Kam's Chop Suey,60619,IL,
140 Tremont St,Boston,US,us/ma/boston/140tremontst/961588287,42.35559,-71.06263,Ziti's Italian Express,02111-1318,MA,http://zitisexpress.com
550 Highway 53,Poplar Bluff,US,us/mo/poplarbluff/550highway53/-1161002137,36.766235,-90.41665,McDonald's,63901,MO,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1619 S Mission St,Mount Pleasant,US,us/mi/mountpleasant/1619smissionst/-791445730,43.58627,-84.76675,Wendy's,48858,MI,"http://www.wendys.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ9jFm69Yb3l0EJbpEZbnBysWk-dSRsqDFv2j_H1KHKaTvFK3Ms8q39yitPhNN6ZsLsGf63Ch06TutnKKTCaR4ULnsYq5vaWCDFaHTWui-hbwB8hzUqjN9N0zFCeaLOL7RPWnJujdqO2zcMdmcZ2tcHhdynydML0RYt59ycUgXhkQJDpASsYlTepdfQ8C02CZoMrVaR0o3gI4y9D6b77bUqpIuc9qjI86rUEsCujXRYhHRnWckb18rOJYIqKdBMQEi5erIZpnYj7WWu7MSDDZSRUNqkRQT59BiNg0i3GtMC4PjC5BMLfh6e1jAnLNXCAh13_GTziHE__qP-4Y_S_p4sCjYWiPkKnK4&placement=listing_profile&cs_user=unknown&cs_session=9dcc4b0ad64e7b1bf780aa24c0abbc6ffea15ed0"
5732 Buckeystown Pike,Frederick,US,us/md/frederick/5732buckeystownpike/-891525969,39.392309,-77.40943,Subway,21704,MD,http://www.subway.com
710 S Grand Ave E,Springfield,US,us/il/springfield/710sgrandavee/-1678177244,39.786911748,-89.646232609,Rally's Springfield,62703,IL,http://checkers.com
165 S Sheridan Blvd,Denver,US,us/co/denver/165ssheridanblvd/-864103396,39.714041,-105.053514,Taco Bell,80226,CO,"https://locations.tacobell.com/co/lakewood/165-s-sheridan-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033849andutm_content=website,http://www.tacobell.com,http://www.tacobell.com/,https://locations.tacobell.com/co/lakewood/165-s-sheridan-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=002857&utm_content=website"
6171 Mission Gorge Rd,San Diego,US,us/ca/sandiego/6171missiongorgerd/-891525969,32.786835,-117.0975,Subway,92120,CA,http://subway.com
480 Lyons Ave,Irvington,US,"us/nj/irvington/480lyonsave/-477036959,us/nj/irvington/480lyonsave/-477036959",40.71513,-74.22453,White Castle,07111-4718,NJ,http://www.whitecastle.com
720 E Main St,Jackson,US,us/oh/jackson/720emainst/-2061630068,39.04259,-82.62883,Burger King,45640,OH,"http://www.bk.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJMEsyqLWgBLiNIBUCxaRqpaKa1engs-COXZjOavqV35sVeuD1msPD8tHrsc7S63ST-mm8Q71gJZBeRTXb6A_l6zRaS3-oQ5Qaax2GjZ0QRg_E4X9TmObFDzTRk9Q8sOZiw556thGgTbV5qk0Rbx8mbwdC2zrDzg4A8CS6-WV6SEcgFlnRbxELdHdPXDbo2xDyCsGTTOZM-6-P4jl-Wla8PtkS2RZnz4bJfk2S6jK-GTXz4-tcvt7sARgryFOgZ-3K4zX1vhpHXsGZ5UUcCVGPouPTMl_QPrJW-1RcxKoxGyImL5u2HKS9XbTxZQxCCJ_JtSlzn7a2XHB3Yjpazvdr3A&placement=listing_profile&cs_user=unknown&cs_session=97cb0669a0d968d8b29b10647a91fe0b49f722e0"
29161 Canwood St,Agoura Hills,US,us/calabasashills/agourahills/29161canwoodst/-1161002137,34.146732,-118.75966,Mcdonald's,91301,CA,http://www.mcdonalds.com
1505 N Arizona Blvd,Coolidge,US,us/az/coolidge/1505narizonablvd/106088,32.9961,-111.52327,KFC,85128,AZ,http://www.kfc.com
306 Nc Highway 55 W,Mount Olive,US,us/nc/mountolive/306nchighway55w/-791445730,35.2099,-78.0813,Wendy's,28365,NC,"http://www.wendys.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJp_MvNe980TcmdvIiDOl6bvCrc-fNasQLjBZze-nSuuDCCqN76gO0xpyU9BkpZDa3zZn7aT9d-EWtv8UpNWgmCcSjCgIpYVIVty5IOYk8sQWBEw9z0dHzGBmQiQSkSOk_XGo6waipJBIw32V1cK4RYZZRiwMRKT5Xj7bsQ572P6AcH5xQIF2ImG7YAzMp4JL2Kj2PStYdV8oKlgmRd5MPUximp8OpdGetIpymnf9w1GSxt6bqq-xGa6yF7rGzNot0sKzzME1bKku5-wiimkEbTHz-j8RblDidKjXUjc4GwB-WpCxeSlnnOvibVxoYv3dnr6CnFuCxiCHzMQtxko2Jo0II1iXhHcay&placement=listing_profile&cs_user=unknown&cs_session=33654c4920e26e1b9932e438f7d897ac0e257995"
7313 San Pedro Ave,San Antonio,US,us/tx/sanantonio/7313sanpedroave/-1947870258,29.51585,-98.49926,Jimmy John's,78216,TX,http://www.jimmyjohns.com
6904 Fm 1960 Rd E,Humble,US,us/tx/humble/6904fm1960rde/-1161002137,29.997707,-95.173234,McDonald's,77346,TX,http://mcdonalds.com
1580 Holcomb Bridge Rd,Roswell,US,us/ga/roswell/1580holcombbridgerd/-891525969,34.01691199,-84.310335619,Subway,30076,GA,
850 Route 54 E,Black River Falls,US,us/wi/blackriverfalls/850route54e/-1161002137,44.293660516,-90.829639434,Mcdonald's,54615,WI,http://mcdonalds.com
2346 E Mcdowell Rd,Phoenix,US,us/az/phoenix/2346emcdowellrd/-791445730,33.466112,-112.030642,Wendy's,85006,AZ,"http://www.wendys.com,http://wendys.com/"
2703 Dawson Rd,Albany,US,us/ga/albany/2703dawsonrd/-345832572,31.615919,-84.21923,Chick-fil-A,31707,GA,"http://www.chick-fil-a.com/albanysquare,http://www.chick-fil-a.com,http://chick-fil-a.com/albanysquare"
2511 N Grand Ave,Santa Ana,US,us/ca/santaana/2511ngrandave/245943576,33.770506527,-117.851750798,Subway Sandwiches,92705,CA,
9120 W Thomas Rd,Phoenix,US,us/az/phoenix/9120wthomasrd/-1161002137,33.47989,-112.25593,McDonald's,85037,AZ,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1401 W Artesia Blvd,Gardena,US,us/ca/gardena/1401wartesiablvd/711555057,33.873194849,-118.299493789,Carl's Jr. / Green Burrito,90248,CA,http://www.carlsjr.com
74 Turnpike Sq,Milford,US,us/ct/milford/74turnpikesq/-550505613,41.241616,-73.034191,Home Town Buffet,6460,CT,"http://buffet.com,http://www.hometownbuffet.com"
3232 S Route 59,Naperville,US,us/il/naperville/3232sroute59/-1161002137,41.70558,-88.20512,McDonald's,60564,IL,http://mcdonalds.com
3333 Buford Dr,Buford,US,us/ga/buford/3333buforddr/-345832572,34.065147,-83.984764,Chick-fil-a,30519,GA,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/mallofgeorgia"
1928 S Commons,Federal Way,US,us/wa/federalway/1928scommons/-448666054,47.313908018,-122.309213876,Five Guys,98003,WA,http://fiveguys.com
200 S Main St,Opelousas,US,us/la/opelousas/200smainst/-938337463,30.532887,-92.0818,Rally's,70570,LA,http://www.rallyshamburgers.com
4010 Blackhawk Rd,Rock Island,US,us/il/rockisland/4010blackhawkrd/327108878,41.467352431,-90.544850481,Checker's Drive-in Restaurant,61201,IL,http://checkers.com
5475 Appalachian Hwy,Blue Ridge,US,us/ga/blueridge/5475appalachianhwy/-864103396,34.87743,-84.30003,Taco Bell,30513,GA,"http://www.tacobell.com,https://locations.tacobell.com/ga/blue-ridge/5475-appalachian-hwy.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027308andutm_content=website,https://locations.tacobell.com/ga/blue-ridge/5475-appalachian-hwy.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027308&utm_content=website,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttTNrBwECNAcEha2tJ0s4DIdpKnz0KZ6WI0OJUCeZoXo_3nadwVLJpnxF03bAhLgjHsDia5HBhDpNP7kU_4dIEtETK8k_qkrGDaaJDPNb6W78gvXRpGSkFCLSJ4m63Bths4PpTj5vE5Ri1f7oPw6cLf-gQJ2pZE2cS6XsJVliK-ayj8YlqNPzwQySMNp05xmUrScnyZssuTvYrHMdwztRMDelNYVZM5TWBhJmZ33NKnFCdBwlTA8NSx6Md2Ma_1fvFm5kl3YsFe3qjw9cAtnp8vbnyoRmoT14m1-vrhA4osVTvEb11NzTle2VcOL1mw6TWjrkXuppny_-WPc94zpPAcsY-YiMbxucW&placement=listing_profile.b&cs_user=unknown&cs_session=509e5a5e05b2ea8c569e7190687989c44f348957"
507 E Russell St,Calhoun City,US,us/ms/calhouncity/507erussellst/-891525969,33.840775,-89.31781,Subway,38916,MS,"http://www.subway.com,http://subway.com"
4065 S Maryland Pkwy,Las Vegas,US,us/nv/lasvegas/4065smarylandpkwy/-448666054,36.11562,-115.13811,Five Guys,89119,NV,http://gofiveguys.com/menu/five-guys-unlv/
893 Garrisonville Rd,Stafford,US,us/va/stafford/893garrisonvillerd/-1161002137,38.46846,-77.45994,McDonald's,22554,VA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
101 Electric City Blvd,Anderson,US,us/sc/anderson/101electriccityblvd/-1161002137,34.579539,-82.71395,McDonald's,29621,SC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1511 Yadkinville Rd,Mocksville,US,us/nc/mocksville/1511yadkinvillerd/93075755,35.92071,-80.58745,Arby's,27028,NC,"http://www.arbys.com,https://locations.arbys.com/us/nc/mocksville/1511-yadkinville-rd.html,http://locations.arbys.com/us/nc/mocksville/1511-yadkinville-rd.html"
2905 Van Buren Blvd,Riverside,US,us/ca/riverside/2905vanburenblvd/-1161002137,33.90811,-117.43627,McDonald's,92503,CA,http://mcdonalds.com
12362 S Minuteman Dr,Draper,US,us/ut/draper/12362sminutemandr/554191587,40.52533,-111.88873,Carl's Jr.,84020,UT,http://www.carlsjr.com
1007 Se Everett Mall Way,Everett,US,us/wa/everett/1007seeverettmallway/93075755,47.911343,-122.218835,Arby's,98208,WA,"http://www.arbys.com,https://locations.arbys.com/us/wa/everett/1007-se-everett-mall-way.html"
1101 N Queen St,Martinsburg,US,us/wv/martinsburg/1101nqueenst/-791445730,39.46978595,-77.955143451,Wendy's,25404,WV,"http://www.wendys.com,http://wendys.com"
2101 Duluth Highway 120,Duluth,US,us/ga/duluth/2101duluthhighway120/-1161002137,33.976677,-84.092219,McDonald's,30097,GA,http://mcdonalds.com
179 N Plaza Access Rd,Somerset,US,us/pa/somerset/179nplazaaccessrd/1006292089,39.999680669,-79.046046691,Auntie Anne's,15501,PA,http://www.auntieannes.com
8000 E S E Topeka Service Area 2 I 70,Tecumseh,US,us/ks/tecumseh/8000esetopekaservicearea2i70/-864103396,39.019531693,-95.509060045,Taco Bell,66542,KS,http://tacobell.com
1917 N Turner St,Hobbs,US,us/nm/hobbs/1917nturnerst/280280358,32.720593,-103.142458,Grandy's,88240,NM,http://www.grandys.com
2314 S Oneida St,Green Bay,US,us/wi/greenbay/2314soneidast/106088,44.488697809,-88.066047811,KFC,54304,WI,"http://www.kfc.com,http://kfc.com"
6002 N Mesa,El Paso,US,us/tx/elpaso/6002nmesa/-2061630068,31.829993825,-106.528361504,Burger King,79912,TX,
1650 Armory Dr,Franklin,US,us/va/franklin/1650armorydr/-1161002137,36.666853,-76.956055,McDonald's,23851,VA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1617 N Eastern Ave,Los Angeles,US,us/ca/losangeles/1617neasternave/-1161002137,34.05975,-118.17336,McDonald's,90063,CA,"http://mcdonalds.com,http://mcdonalds.com/"
126 College Ave,New Brunswick,US,us/nj/newbrunswick/126collegeave/-791445730,40.5026,-74.4517,Wendy's,8901,NJ,"https://locations.wendys.com/new-brunswick-nj-4970,http://www.wendys.com"
10196 Scripps Poway Pkwy,San Diego,US,us/ca/sandiego/10196scrippspowaypkwy/-791445730,32.9364,-117.10878,Wendy's,92131,CA,http://www.wendys.com
5575 N Jim Miller Rd,Dallas,US,us/tx/dallas/5575njimmillerrd/-864103396,32.7926,-96.700431,Taco Bell,75228,TX,"http://www.tacobell.com,http://www.tacobell.com/,http://tacobell.com"
16920 Goldenwest St,Huntington Beach,US,us/ca/huntingtonbeach/16920goldenwestst/-981164808,33.716553,-118.00621,El Pollo Loco,92647,CA,http://www.elpolloloco.com
205 US Route 1,Scarborough,US,us/me/scarborough/205usroute1/-791445730,43.59293,-70.33044,Wendy's,4074,ME,"https://locations.wendys.com/scarborough-me-8754,http://www.wendys.com"
1100 Smithville Hwy,Mcminnville,US,us/tn/mcminnville/1100smithvillehwy/-442344130,35.698814,-85.78028,Krystal,37110,TN,http://t.co/3VQiWtMxPf
1405 W Elizabeth St,Fort Collins,US,us/co/fortcollins/1405welizabethst/-791445730,40.57458,-105.101506,Wendy's,80521,CO,http://www.wendys.com
10450 Friars Rd,San Diego,US,us/ca/sandiego/10450friarsrd/-66712705,32.792343,-117.09891,Pizza Hut,92120,CA,"http://www.pizzahut.com/,http://pizzahut.com/locations/california/san-diego/027236"
141 S 18th St,Kansas City,US,us/ks/kansascity/141s18thst/-891525969,39.10035,-94.6493,Subway,66102,KS,http://www.subway.com
2827 Navajo Rd,El Cajon,US,us/ca/elcajon/2827navajord/-864103396,32.802064,-117.004318,Taco Bell,92020,CA,"http://www.tacobell.com,http://www.tacobell.com/,http://tacobell.com"
108 Highland Ct,Neenah,US,us/wi/neenah/108highlandct/-1161002137,44.142044,-88.520979,McDonald's,54956,WI,http://mcdonalds.com
770 34th St N,Saint Petersburg,US,us/fl/saintpetersburg/77034thstn/106088,27.7805,-82.6795,KFC,33713,FL,"http://www.kfc.com,http://kfc.com"
472 E Wickenburg Way,Wickenburg,US,us/az/wickenburg/472ewickenburgway/-1055723171,33.971893,-112.7235,Domino's Pizza,85390,AZ,"http://www.dominos.com,http://dominos.com"
700 Mcginnis Dr,Wayne,US,us/wv/wayne/700mcginnisdr/-791445730,38.255191,-82.432646,Wendy's,25570,WV,http://www.wendys.com
1510 E Hammer Ln,Stockton,US,us/ca/stockton/1510ehammerln/-981164808,38.020507,-121.293322,El Pollo Loco,95210,CA,http://www.elpolloloco.com
245 N Moorpark Rd,Thousand Oaks,US,us/ca/thousandoaks/245nmoorparkrd/415947181,34.181656,-118.87598,Ll Hawaiian Barbecue,91360,CA,http://www.hawaiianbarbecue.com
3550 Ulmerton Rd,Clearwater,US,us/fl/clearwater/3550ulmertonrd/-864103396,27.89322,-82.681607,Taco Bell,33762,FL,"http://www.tacobell.com,https://locations.tacobell.com/fl/clearwater/3550-ulmerton-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029564&utm_content=website,http://tacobell.com"
8512 Benbrook Blvd,Fort Worth,US,us/tx/fortworth/8512benbrookblvd/-1797342045,32.68184,-97.462234,Golden Chick,76126,TX,http://goldenchick.com
3234 Owen Rd,Fenton,US,us/mi/fenton/3234owenrd/-864103396,42.79021,-83.73563,Taco Bell,48430,MI,"http://www.tacobell.com,https://locations.tacobell.com/mi/fenton/3234-owen-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002856andutm_content=website"
1180 E Desert Inn Rd,Las Vegas,US,us/nv/lasvegas/1180edesertinnrd/711555057,36.130119665,-115.137300343,Carl's Jr. / Green Burrito,89109,NV,"http://www.carlsjr.com,http://carlsjr.com"
840 Wainee St,Lahaina,US,us/hi/lahaina/840waineest/1684763090,20.877234,-156.678607,Maui Tacos,96761,HI,"http://www.mauitacos.com,http://mauitacos.com"
549 S Yearling Rd,Columbus,US,us/oh/columbus/549syearlingrd/-1721138121,39.96292,-82.88604,Dairy Queen,43213,OH,http://www.dairyqueen.com
4750 Almaden Expy,San Jose,US,us/ca/sanjose/4750almadenexpy/-891525969,37.261406,-121.87566,Subway,95118,CA,http://subway.com/
4890 Peachtree Industrial Blvd,Norcross,US,us/ga/norcross/4890peachtreeindustrialblvd/-1721138121,33.968101,-84.194945,Dairy Queen,30071,GA,http://www.dairyqueen.com
3983 Bemiss Rd,Valdosta,US,us/ga/valdosta/3983bemissrd/-791445730,30.90909,-83.26376,Wendy's,31605,GA,http://www.wendys.com
2245 W Northwest Hwy,Dallas,US,us/tx/dallas/2245wnorthwesthwy/-864103396,32.863738,-96.895962,Taco Bell,75220,TX,"http://www.tacobell.com,https://locations.tacobell.com/tx/dallas/2245-w-northwest-hwy.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027813andutm_content=website,http://tacobell.com"
9052 W Fairview Ave,Boise,US,us/id/boise/9052wfairviewave/-230519289,43.61985,-116.29537,Jack in the Box,83704,ID,"http://www.jackinthebox.com,https://www.jackinthebox.com/locations/6057"
7501 W Cermak Rd,Riverside,US,us/il/riverside/7501wcermakrd/-864103396,41.847244003,-87.809601602,Taco Bell,60546,IL,"http://www.tacobell.com,http://tacobell.com"
